"","nome","classe","bolsa","ativo","estado","codigo","cnpj","setor_bovespa","seg_bovespa","seg_listagem","setor_econo","date","total_assets","gross_margin","roe","roa","mktcap","pe","cap_str","fin_turn","oper_turn","grossdebt_assets","ebitda_finexp","netdebt_pl","ebit_gdebt","liq_ratio","curr_ratio","quick_ratio","return","capex","neg","sharpe","var","beta","vol"
"1","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2018-12-31,453309000,66.389136115,-22.678209932,-11.615035218,NA,NA,48.783280279,-8.4655698201,74.6231805,0,-2.8299533734,-51.553602963,NA,0.86958428861,5.4640623763,5.4640623763,NA,380569000,NA,NA,NA,NA,NA
"2","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2019-12-31,425782000,65.454599424,-4.5983299403,-2.763855682,NA,NA,39.894359085,-57.737685417,75.058327644,0,0.83933803708,-32.337184812,NA,0.88762120061,3.1444113536,3.1444113536,NA,380569000,NA,NA,NA,NA,NA
"3","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2020-12-31,396444000,50.521604938,-13.499554463,-8.0631816852,NA,NA,40.27075703,21.817739241,39.288888889,0,-0.41533777158,-26.847499715,NA,0.81862938535,2.7144976626,2.7144976626,NA,380569000,NA,NA,NA,NA,NA
"4","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2021-12-31,2109064000,47.988778678,-25.673567914,-13.111503491,4073561522.4,-3.5394532125,48.929951865,18.773245764,94.832924777,30.003119867,-0.63567985515,-6.7474700585,-27.23705524,0.77432352291,6.7401123036,6.6986228397,NA,380569000,0.0045090780585,NA,NA,NA,NA
"5","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2022-12-31,5453481000,56.096394746,0.38297714375,0.2932255563,6796997766.9,-5111.1919124,23.435233386,14.994120149,75.39295594,0.88405919082,0.81074129852,-58.913169734,860.87488592,2.2111904516,4.7867968098,4.7574740281,-9.811827957,380569000,0.24308394424,-0.039656430775,5.2517162748,5.2517162748,5.2517162748
"6","3r Petroleum","ON","Bovespa","Ação","ativo","RRRP3","12091809000155","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado","Petróleo e Gas",2023-12-31,7971135000,51.490169076,2.9419007089,1.6022310499,7666558108,51.144131565,45.537555191,21.156444645,127.43508466,13.198145559,0.68366983144,5.0733252328,25.76484589,0.57939534858,1.7618916751,1.5515998587,12.518628912,380569000,0.66047534768,0.28008336036,5.3225265994,5.3225265994,5.3225265994
"7","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2018-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275440000,NA,NA,NA,NA,NA
"8","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2019-12-31,1080928000,15.77252287,41.817884311,11.585137955,NA,NA,72.296212144,NA,NA,NA,NA,NA,NA,NA,1.0390656542,NA,NA,275440000,NA,NA,NA,NA,NA
"9","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2020-12-31,1524026000,14.155513208,30.218272677,7.9276206574,NA,NA,73.765473817,NA,NA,NA,NA,NA,NA,NA,1.1293582663,NA,NA,275440000,NA,NA,NA,NA,NA
"10","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2021-12-31,2321373000,16.070322985,34.581088899,10.608506259,NA,NA,69.322810251,61.918056756,181.33865042,27.636876969,1.9480327777,54.605466402,51.043947908,1.1891028131,1.296679355,0.72268496948,NA,275440000,NA,NA,NA,NA,NA
"11","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2022-12-31,4395601000,13.130031425,19.24238901,9.7894690624,4807768140,NA,49.125500699,62.896056843,158.04483991,18.193189054,2.0991924022,-13.008084999,44.215830937,1.6680925515,1.8316773832,1.0527102702,NA,275440000,0.036953092281,NA,NA,NA,NA
"12","3tentos","ON","Bovespa","Ação","ativo","TTEN3","94813102000170","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2023-12-31,6081989000,15.151370806,20.264781067,9.3912369786,4632207760,8.0870297758,53.65734795,58.161998236,179.34878344,18.021571562,1.8192530716,7.6959647763,49.052615253,1.3967103364,1.5541912816,0.81308388696,-4.0482150937,275440000,0.070103814694,-0.13901466647,4.5179513501,4.5179513501,4.5179513501
"13","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2018-12-31,100000,NA,-150,-150,NA,NA,0,NA,NA,0,NA,-92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2019-12-31,93000,NA,-115.05376344,-115.05376344,NA,NA,0,NA,NA,0,NA,-80.64516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2020-12-31,55000,NA,-250.90909091,-250.90909091,NA,NA,0,NA,NA,0,NA,-74.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2021-12-31,150000,NA,-84,-84,NA,NA,0,NA,NA,0,NA,-97.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2022-12-31,112000,NA,-114.28571428,-114.28571428,NA,NA,0,NA,NA,0,NA,-97.321428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","524 Particip","ON","Bovespa","Ação","ativo","QVQP3B","01851771000155","Outros","Outros","Tradicional","Energia Elétrica",2023-12-31,117000,NA,-98.290598291,-98.290598291,NA,NA,0,NA,NA,0,NA,-98.290598291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2018-12-31,28767785000,26.178431244,12.749411448,1.4555621853,3304854696.3,7.3918927782,88.583298992,NA,NA,NA,NA,NA,NA,1.1283957946,1.1903919121,NA,34.691558517,NA,0.12945442265,0.92701978025,3.3295475233,3.3295475233,3.3295475233
"20","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2019-12-31,32728775000,15.830628,11.405943511,1.2774263626,3387283594.4,7.8546430854,88.800344651,NA,NA,NA,NA,NA,NA,1.1256009934,1.2130598457,NA,6.7350408475,NA,0.089225630801,0.14886849049,2.6833165046,2.6833165046,2.6833165046
"21","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2020-12-31,36257230000,27.501502415,13.076810568,1.4573617455,4216503894.6,7.9922128931,88.855373121,NA,NA,NA,NA,NA,NA,1.1240327554,1.0253379631,NA,28.046725988,NA,0.093079532955,1.0663728919,2.3835066266,2.3835066266,2.3835066266
"22","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2021-12-31,43328841000,2.2890299152,7.510640089,0.74332936808,3405961233.4,10.439485956,90.102982445,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.371766122,NA,0.076620609226,-0.22772082867,5.1363600371,5.1363600371,5.1363600371
"23","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2022-12-31,49565970000,24.901397217,12.265252561,1.1557687664,3437405617.7,6.0239295056,90.576885714,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.706917456,NA,0.070333923719,0.30571419278,3.4040174872,3.4040174872,3.4040174872
"24","Abc Brasil","PN","Bovespa","Ação","ativo","ABCB4","28195667000106","Financeiro","Bancos","Nível 2","Finanças e Seguros",2023-12-31,57408844000,37.631790553,15.414497399,1.3982079138,4255833590.9,5.3087678368,90.929266926,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.36120981,NA,0.087462504941,0.78538522641,3.3029796474,3.3029796474,3.3029796474
"25","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2018-12-31,253402000,18.113855125,31.274745908,12.094616459,74250000,NA,61.327850609,143.39477582,179.1410304,21.487596783,6.9159472422,54.140985346,88.356290175,0.62318700694,0.9670718508,0.56591874115,NA,23202000,0.000003976743528,NA,NA,NA,NA
"26","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2019-12-31,347111000,20.512145642,7.9217973924,3.5288423588,94282500,7.4577516532,55.454019031,117.00333762,145.26725481,23.683490296,2.5448240866,49.553756209,24.523160763,0.65754570439,0.96871908256,0.60367180846,NA,23202000,0.000013168834112,NA,NA,NA,NA
"27","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2020-12-31,368478000,21.618749039,10.352136038,4.573135981,220012500,18.693252626,55.824228312,116.74011591,135.63722992,23.786494716,2.9370712089,48.36955854,30.889466959,0.84758385999,1.0878726024,0.80235833938,NA,23202000,0.0001472751531,NA,NA,NA,NA
"28","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2021-12-31,417226000,25.308713077,13.745371378,6.0499585357,190117500,11.436296648,55.985485085,140.22136401,166.5306099,22.371568407,2.6907981634,37.440100196,34.299335762,0.90217307544,1.2081019826,0.92794325825,-6.6745151315,23202000,0.00015348682924,NA,NA,NA,NA
"29","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2022-12-31,491614000,23.959384297,19.344545246,7.3864861457,218287500,7.7141794949,61.816180988,123.87533619,164.35489801,26.471784774,6.0552451239,56.551084878,34.188828868,0.79222894599,1.1865146461,0.8324726957,-1.2820401108,23202000,0.00029090317963,NA,NA,NA,NA
"30","Aco Altona","ON","Bovespa","Ação","ativo","EALT3","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2023-12-31,512986000,22.668097151,17.203271234,7.2130623448,173175000,5.4726771526,58.071565306,97.259370822,125.63790685,24.892297256,3.3545132743,52.843268073,45.879211239,0.70779358104,0.99264467577,0.60399351809,NA,23202000,0.0000244159549,NA,NA,NA,NA
"31","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2018-12-31,253402000,18.113855125,31.274745908,12.094616459,74250000,NA,61.327850609,143.39477582,179.1410304,21.487596783,6.9159472422,54.140985346,88.356290175,0.62318700694,0.9670718508,0.56591874115,222.85722788,23202000,0.00020516164364,NA,NA,NA,NA
"32","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2019-12-31,347111000,20.512145642,7.9217973924,3.5288423588,94282500,7.8802351212,55.454019031,117.00333762,145.26725481,23.683490296,2.5448240866,49.553756209,24.523160763,0.65754570439,0.96871908256,0.60367180846,36.819675933,23202000,0.00045830690116,NA,NA,NA,NA
"33","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2020-12-31,368478000,21.618749039,10.352136038,4.573135981,220012500,8.7457717643,55.824228312,116.74011591,135.63722992,23.786494716,2.9370712089,48.36955854,30.889466959,0.84758385999,1.0878726024,0.80235833938,57.402525341,23202000,0.0016297716937,1.7065522021,3.5453243787,3.5453243787,3.5453243787
"34","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2021-12-31,417226000,25.308713077,13.745371378,6.0499585357,190117500,4.5459947706,55.985485085,140.22136401,166.5306099,22.371568407,2.6907981634,37.440100196,34.299335762,0.90217307544,1.2081019826,0.92794325825,-18.087162621,23202000,0.001982081428,-0.13162748506,5.6864092718,5.6864092718,5.6864092718
"35","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2022-12-31,491614000,23.959384297,19.344545246,7.3864861457,218287500,4.7090573624,61.816180988,123.87533619,164.35489801,26.471784774,6.0552451239,56.551084878,34.188828868,0.79222894599,1.1865146461,0.8324726957,56.156642298,23202000,0.0022509668915,1.4397735639,4.9307919961,4.9307919961,4.9307919961
"36","Aco Altona","PN","Bovespa","Ação","ativo","EALT4","82643537000134","Bens industriais","Máq. e equip. industriais","Tradicional","Siderur & Metalur",2023-12-31,512986000,22.668097151,17.203271234,7.2130623448,173175000,4.0741041025,58.071565306,97.259370822,125.63790685,24.892297256,3.3545132743,52.843268073,45.879211239,0.70779358104,0.99264467577,0.60399351809,5.0865971554,23202000,0.0011988552202,0.069305257549,4.5534154827,4.5534154827,4.5534154827
"37","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2018-12-31,515796000,15.887415269,46.328899899,9.1371394892,NA,NA,80.277667915,50.937323061,78.941793782,54.409301352,NA,244.32943073,30.35051899,0.70883596695,1.6879703577,1.0273459462,NA,60344000,NA,NA,NA,NA,NA
"38","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2019-12-31,527445000,25.019236534,89.842035136,22.116050015,NA,NA,75.383404905,75.757760328,97.729570417,58.188815895,2.3244373551,183.40637251,52.514385137,0.83634804304,2.2110681096,1.5118350424,NA,60344000,NA,NA,NA,NA,NA
"39","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2020-12-31,802128000,17.755517172,50.939670513,11.063321564,NA,NA,78.281521154,69.083162096,130.27611039,46.934778489,1.6247985882,178.39102233,35.963418748,0.72879102048,1.1928370113,0.69134084912,NA,60344000,NA,NA,NA,NA,NA
"40","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2021-12-31,2370629000,11.131379425,11.715266824,4.7750618085,7662134560,55.885448174,59.240690973,111.49453005,149.1488101,48.215136152,0.97283638124,47.446007874,17.975121653,1.245417007,1.7698017464,1.1144581957,NA,60344000,0.019186781861,NA,NA,NA,NA
"41","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2022-12-31,3088179000,11.542947931,6.9221242267,2.2405760806,4999048136.8,72.531098539,67.631669019,76.666475121,149.55879156,47.236381052,0.86722962515,56.604194511,14.251506775,1.0109509443,2.7990748845,1.6696052192,-34.5,60344000,0.17152864197,-0.52552251663,5.537007265,5.537007265,5.537007265
"42","Aeris","ON","Bovespa","Ação","ativo","AERI3","12528708000107","Bens industriais","Máq. e equip. industriais","Novo Mercado","Máquinas Indust",2023-12-31,3774957000,11.927656382,-10.477155914,-2.4558955241,845004295.56,-9.295250297,76.559521075,160.13248688,215.76947062,48.12574024,0.52756198208,85.324364764,11.74943277,0.95739127757,1.9493577222,0.97132582327,-82.688058438,60344000,0.068526865533,-1.1026552563,7.5157256251,7.5157256251,7.5157256251
"43","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2018-12-31,6817913000,36.548513562,19.148675282,4.3749018211,5075342460,16.818712049,77.152979218,-211.59814286,65.202575045,52.649850475,2.8521527681,153.11775771,17.567537074,0.37100043097,0.79079485542,0.79079485542,-3.2834133258,1695296000,0.31928759666,-0.44018434362,2.3343221939,2.3343221939,2.3343221939
"44","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2019-12-31,7602605000,38.218060205,18.901733801,3.787688562,3989621200,13.691143612,79.96115805,-254.67068635,82.12856239,54.296231357,2.3966306329,203.08610452,17.71125853,0.31227506037,1.1075218153,1.1075218153,-15.367555181,1695296000,0.14905059195,-0.78552224752,2.4522736543,2.4522736543,2.4522736543
"45","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2020-12-31,7798912000,35.276473943,20.681174501,3.848216264,6972462490,21.185337257,81.392660925,-273.16323736,60.155874721,54.558187091,2.3561601164,199.30063328,16.993639166,0.32212682872,0.94812555543,0.94812555543,72.551833663,1695296000,0.14546767771,3.2677295781,2.1457054673,2.1457054673,2.1457054673
"46","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2021-12-31,10034488000,94.372093763,46.026612276,8.4510639706,6660846860,7.7795582798,81.638744299,-4633.0329983,51.2957291,52.408075031,3.510325787,175.47086555,33.241837334,0.31937260972,0.93762385577,0.93762385577,10.27198338,1695296000,0.16333154324,0.42633739741,5.1072061278,5.1072061278,5.1072061278
"47","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2022-12-31,11846050000,14.744776372,10.524024871,3.5840132365,5447618899.7,23.508193347,65.9444625,-10.912981155,67.130875478,52.477585355,1.3011717782,111.64961593,2.9794156571,0.34279233991,1.2902083519,1.2902083519,-31.841042901,1695296000,0.088422184291,-1.0515315621,3.157283344,3.157283344,3.157283344
"48","AES Brasil","ON","Bovespa","Ação","ativo","AESB3","37663076000107","Utilidade pública","Energia elétrica","Novo Mercado","Energia Elétrica",2023-12-31,18932446000,31.842806664,5.7437885678,1.6909965041,5814617824.3,33.445554532,70.55956214,-5.6576798311,42.486361433,57.546869538,1.7198685078,127.58736193,6.4052232991,0.39601693315,2.5965815449,2.5965815449,-11.340099654,1695296000,0.094948607644,-0.71500050161,2.6788522589,2.6788522589,2.6788522589
"49","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2018-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136089000,NA,NA,NA,NA,NA
"50","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2019-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136089000,NA,NA,NA,NA,NA
"51","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2020-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136089000,NA,NA,NA,NA,NA
"52","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2021-12-31,2154000,NA,-1.9034354689,-1.9034354689,NA,NA,0,NA,NA,0,-22.75,-88.115134633,NA,NA,NA,NA,NA,136089000,NA,NA,NA,NA,NA
"53","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2022-12-31,11768649000,22.856451249,11.195507162,4.3888810007,NA,NA,60.797836693,-14.617837237,52.251143229,47.298589668,1.6860974914,84.866085121,7.674773934,0.3656932609,1.9705634726,1.9705634726,NA,136089000,NA,NA,NA,NA,NA
"54","Aesoperacoes","ON","Bovespa","Ação","ativo","AESO3","00194724000113","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2023-12-31,11386380000,30.479807131,7.6566068593,2.6141934487,NA,NA,65.857023918,10.330826421,39.643051277,52.700366578,1.8026203326,116.49886602,11.367292019,0.33341361358,2.0909635497,2.0909635497,NA,136089000,NA,NA,NA,NA,NA
"55","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2018-12-31,54791000,55.912205024,27.855791699,22.844992791,313532450,25.048529999,17.988355752,33.803115376,55.523978686,4.9369421985,36.085470085,-36.141092689,468.24399261,5.5591517857,21.58845059,21.58845059,92.894311039,386000,0.000021434058803,NA,NA,NA,NA
"56","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2019-12-31,206200000,70.229188933,11.55327605,10.96799224,350121750,15.481152723,5.0659553831,4.5359917774,36.594228714,0.9582929195,99.57826087,-14.935071569,1159.0587045,19.739613249,19.710466867,19.710466867,15.179995018,386000,0.000022826410306,NA,NA,NA,NA
"57","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2020-12-31,225655000,66.324020611,11.783284969,11.192749994,698981800,27.674708965,5.0116328023,-23.090498814,43.86629036,0.55305665729,130.00520833,-23.559105372,2000.0801282,19.914492882,18.088334133,18.088334133,101.32373914,386000,0.00108443105,NA,NA,NA,NA
"58","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2021-12-31,207783000,64.845532981,9.9803156957,9.0041052444,622018100,33.246998771,9.7813584364,-47.557424079,41.480656833,0.35565951016,100.53125,-16.254220923,2594.1813261,10.154103522,7.9116886847,7.9116886847,-4.4618526805,386000,0.00035671047117,-0.21612110833,7.1289195701,7.1289195701,7.1289195701
"59","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2022-12-31,275945000,88.642691512,40.323532026,36.169526536,559563950,5.6064037953,10.301690554,-161.55932892,19.349562413,0.19460399717,567.62087912,-6.9013162679,19223.463687,9.6163154747,5.8567440069,5.8567440069,-3.5736352183,386000,0.00010141453351,NA,NA,NA,NA
"60","Afluente T","ON","Bovespa","Ação","ativo","AFLT3","10338320000100","Utilidade pública","Energia elétrica","Tradicional","Energia Elétrica",2023-12-31,300719000,61.822420828,14.37874906,12.466787931,584797950,15.598771672,13.297131208,-45.383728417,32.204057842,0.11173221512,149.20930233,-8.0523295951,11405.654761,7.4131842849,3.3372884653,3.3372884653,7.1238703755,386000,0.000048657570586,NA,NA,NA,NA
"61","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2018-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558000,NA,NA,NA,NA,NA
"62","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2019-12-31,23679000,0.7619427931,-2778.5714286,-9.8568351704,NA,NA,99.64525529,0.2943963447,3.3949038798,68.774019173,-0.61111111111,14346.428571,-7.546822229,0.99643992371,0.8784488239,0.81686798051,NA,1558000,NA,NA,NA,NA,NA
"63","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2020-12-31,43720000,3.985396625,160.06097561,4.8032936871,NA,NA,96.999085087,-3.775759062,2.2613808771,62.376486734,2.0701719312,1301.6768293,37.732389718,1.0211516695,1.0710959329,1.010788575,NA,1558000,NA,NA,NA,NA,NA
"64","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2021-12-31,263720000,4.8067154416,89.01221292,8.7884877901,NA,NA,90.126649477,-11.065365872,1.2010448612,23.976945245,3.3283477775,-158.77179507,75.090144231,1.1055443828,1.0919298003,1.08315484,NA,1558000,NA,NA,NA,NA,NA
"65","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2022-12-31,964182000,2.0557776367,33.00047035,0.94598322723,NA,NA,97.133425017,23.517171107,83.612868824,50.713350799,2.2424578149,755.2335468,5.3201736715,1.0262945748,1.1639269424,0.87413672299,NA,1558000,NA,NA,NA,NA,NA
"66","Agribrasil","ON","Bovespa","Ação","ativo","GRAO3","18483666000103","Consumo não cíclico","Agricultura","Bovespa Mais","Agro e Pesca",2023-12-31,1065410000,-0.91343420061,55.139290933,11.120601458,NA,NA,79.831801842,-15.063021815,12.173126272,42.651936813,6.1158790098,145.58066588,32.345109569,0.7993900317,0.9281397769,0.7371908394,NA,1558000,NA,NA,NA,NA,NA
"67","Agrogalaxy","ON","Bovespa","Ação","ativo","AGXY3","21240146000184","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2018-12-31,1053238000,10.630469846,11.673126728,1.8957728453,NA,NA,83.759511146,NA,NA,NA,NA,NA,NA,NA,1.060095446,NA,NA,335888000,NA,NA,NA,NA,NA
"68","Agrogalaxy","ON","Bovespa","Ação","ativo","AGXY3","21240146000184","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2019-12-31,1058863000,10.816447671,-0.84949014276,-0.14751672313,NA,NA,82.634675118,NA,NA,NA,NA,NA,NA,NA,1.1637864074,NA,NA,335888000,NA,NA,NA,NA,NA
"69","Agrogalaxy","ON","Bovespa","Ação","ativo","AGXY3","21240146000184","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2020-12-31,1414201000,11.345279086,9.2991596,1.7291742829,NA,NA,81.405047797,77.321369818,254.95981401,19.371857324,NA,56.671863711,23.239048464,1.1104799992,1.0693449226,0.84404284173,NA,335888000,NA,NA,NA,NA,NA
"70","Agrogalaxy","ON","Bovespa","Ação","ativo","AGXY3","21240146000184","Consumo não cíclico","Agricultura","Novo Mercado","Agro e Pesca",2021-12-31,4260865000,12.480253965,7.4705826998,1.7886274266,NA,NA,76.057725368,89.977681017,372.72031054,21.316516717,NA,50.316718751,10.582779532,1.0397643484,1.0307945389,0.75705912459,NA,335888000,NA,NA,NA,NA,NA
