"","nome","classe","bolsa","ativo","estado","codigo","cnpj","setor_bovespa","seg_bovespa","seg_listagem","setor_econo","date","total_assets","gross_margin","roe","roa","mktcap","pe","cap_str","fin_turn","oper_turn","grossdebt_assets","ebitda_finexp","netdebt_pl","ebit_gdebt","liq_ratio","curr_ratio","quick_ratio","return","capex","neg","sharpe","var","beta","vol"
"1621","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2018-12-31,540448000,57.499978714,NA,-7.4225457398,49420680,NA,124.38661998,-35.222503119,48.699364055,1.422523536,-0.10868423235,-5.6716010228,-203.03069719,0.19143615795,0.13295491382,0.12414390057,NA,2438000,NA,NA,NA,NA,NA
"1622","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2019-12-31,482489000,62.578147879,NA,-19.58096454,35090520,NA,150.92385526,-117.6003012,70.667817207,1.0186760734,-0.39208169524,-1.7260746758,-726.06307223,0.13716868239,0.04417710653,0.040538186885,NA,2438000,NA,NA,NA,NA,NA
"1623","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2020-12-31,477632000,65.705177531,NA,-28.605914177,43174200,NA,180.36773081,-41.664000878,58.923216251,0.42773516012,-1.7749944126,0.20684516832,-5218.7469408,0.12188361149,0.040866372954,0.037098421736,NA,2438000,NA,NA,NA,NA,NA
"1624","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2021-12-31,461966000,48.062615814,NA,-19.649498015,51809040,NA,202.80107194,-89.944015521,116.34811931,0.26343930073,-1.6582641991,0.10296774519,-5645.4396056,0.11652285477,0.034243362264,0.030948234022,NA,2438000,NA,NA,NA,NA,NA
"1625","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2022-12-31,455378000,60.752769768,NA,-8.770515923,51441600,NA,211.20783174,-117.00466215,125.481251,0.26681130841,-0.41646467763,1.1585336956,-2414.3209877,0.15845180985,0.042872863723,0.039233225492,NA,2438000,NA,NA,NA,NA,NA
"1626","Hoteis Othon","ON","Bovespa","Ação","ativo","HOOT3","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2023-12-31,498056000,66.583697568,NA,39.693126877,21862680,NA,162.94332364,-60.602564781,71.660939673,0.20178453828,3.3833843765,2.8259004188,22516.019901,0.25257008511,0.11766958359,0.11416392586,NA,2438000,NA,NA,NA,NA,NA
"1627","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2018-12-31,540448000,57.499978714,NA,-7.4225457398,49420680,-1.2319750717,124.38661998,-35.222503119,48.699364055,1.422523536,-0.10868423235,-5.6716010228,-203.03069719,0.19143615795,0.13295491382,0.12414390057,-18.731117825,2438000,0.00022444239844,NA,NA,NA,NA
"1628","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2019-12-31,482489000,62.578147879,NA,-19.58096454,35090520,-0.37142258351,150.92385526,-117.6003012,70.667817207,1.0186760734,-0.39208169524,-1.7260746758,-726.06307223,0.13716868239,0.04417710653,0.040538186885,-28.996282528,2438000,0.00006540383052,NA,NA,NA,NA
"1629","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2020-12-31,477632000,65.705177531,NA,-28.605914177,43174200,-0.3159912465,180.36773081,-41.664000878,58.923216251,0.42773516012,-1.7749944126,0.20684516832,-5218.7469408,0.12188361149,0.040866372954,0.037098421736,23.036649215,2438000,0.00022395124798,NA,NA,NA,NA
"1630","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2021-12-31,461966000,48.062615814,NA,-19.649498015,51809040,-0.57074757089,202.80107194,-89.944015521,116.34811931,0.26343930073,-1.6582641991,0.10296774519,-5645.4396056,0.11652285477,0.034243362264,0.030948234022,20,2438000,0.00039082445838,0.63288156058,7.2528896385,7.2528896385,7.2528896385
"1631","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2022-12-31,455378000,60.752769768,NA,-8.770515923,51441600,-1.2880042064,211.20783174,-117.00466215,125.481251,0.26681130841,-0.41646467763,1.1585336956,-2414.3209877,0.15845180985,0.042872863723,0.039233225492,-0.70921985816,2438000,0.0012950603569,0.44705323324,11.044341467,11.044341467,11.044341467
"1632","Hoteis Othon","PN","Bovespa","Ação","ativo","HOOT4","33200049000147","Consumo cíclico","Hotelaria","Tradicional","Outros",2023-12-31,498056000,66.583697568,NA,39.693126877,21862680,0.11058848523,162.94332364,-60.602564781,71.660939673,0.20178453828,3.3833843765,2.8259004188,22516.019901,0.25257008511,0.11766958359,0.11416392586,-57.5,2438000,0.00010308955896,NA,NA,NA,NA
"1633","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2018-12-31,10130437000,74.529154933,12.470561567,9.5251764558,22165171046,22.912401326,23.618704702,228.53872202,297.7891531,6.4787827021,10.874872516,-11.189363742,176.74001911,1.7795445104,2.2958181182,2.0299818149,47.549856763,442154000,1.0187714885,1.8233221596,2.1733333855,2.1733333855,2.1733333855
"1634","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2019-12-31,10556983000,71.564335827,13.662864992,10.700036175,19087807984,16.896526687,21.685267467,276.34756395,343.69476403,5.3453624014,15.377049371,-13.093889901,217.92564003,1.9937675544,3.0426624203,2.6222366275,-11.13777325,442154000,0.63423337827,-0.49010039453,2.8607402054,2.8607402054,2.8607402054
"1635","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2020-12-31,11919475000,63.303517203,13.364255289,9.7658663658,22522999046,19.357418181,26.925472808,242.03872846,341.43721835,11.767338746,14.752507583,-9.6879599546,77.404115913,1.7595497566,2.9973464293,2.5767222421,22.427057398,442154000,0.48467292554,0.75793917714,2.7270940539,2.7270940539,2.7270940539
"1636","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2021-12-31,17249810000,64.303202522,14.015322407,7.5080015374,21694338635,16.713270277,46.430047635,296.8791295,364.83905814,31.960056372,6.4898306765,8.3299939454,23.922950803,1.1382939021,3.0111693553,2.6601557839,-0.51303906157,442154000,0.52517667234,0.21609988876,5.5073179508,5.5073179508,5.5073179508
"1637","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2022-12-31,19817962000,64.049976311,13.528336027,6.7126226198,17830499095,13.434275468,50.381017988,288.32867992,343.50253668,37.143006935,4.7217673992,51.598514909,26.735558696,0.7600831129,2.338041495,1.8685771356,-14.209606971,442154000,0.39440858118,-0.49268328847,3.0361175738,3.0361175738,3.0361175738
"1638","Hypera","ON","Bovespa","Ação","ativo","HYPE3","02932074000191","Saúde","Medicamentos e outros produtos","Novo Mercado","Outros",2023-12-31,23755633000,63.09700511,15.939265207,7.1494579833,28561765734,16.838678854,55.145623777,350.16965392,404.65782933,40.443287704,2.3620581694,63.30180046,25.841641982,0.74001480284,1.6324982383,1.2122302062,64.743893575,442154000,0.58595657939,1.7998753425,3.0876893749,3.0876893749,3.0876893749
"1639","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2018-12-31,1808290000,55.644706227,6.6865438085,1.6730170493,NA,NA,74.979345127,78.665703794,126.69190127,61.47725199,1.6521736142,216.14866747,17.203763289,0.80769764073,2.7113019597,2.6656677465,NA,213113000,NA,NA,NA,NA,NA
"1640","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2019-12-31,2190204000,39.973609109,2.7495040711,0.8112942904,NA,NA,70.493068226,48.620727638,102.3934176,54.605598382,1.4970657773,138.3061359,13.513086404,0.83027536008,1.8635216885,1.8425425271,NA,213113000,NA,NA,NA,NA,NA
"1641","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2020-12-31,2522778000,35.415280099,5.3423415568,1.7728075954,NA,NA,66.815906909,17.461470211,80.087617257,53.043113584,1.7385577244,126.75745764,14.383780713,0.78482893801,1.4082922597,1.3862881506,NA,213113000,NA,NA,NA,NA,NA
"1642","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2021-12-31,2933780000,44.344898312,-0.58091942073,-0.16037330679,NA,NA,72.3931924,50.769580938,120.19864631,60.461043432,1.3701815262,150.21292148,9.4087588525,0.77367120291,2.3899486333,2.362848077,NA,213113000,NA,NA,NA,NA,NA
"1643","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2022-12-31,10833858000,31.724837263,-1.6548771098,-0.44120940112,NA,NA,73.33884199,-603.23314255,0,46.254602931,0.51760893068,151.70085361,2.1410420506,0.23457118599,0.63207028989,0.63207028989,NA,213113000,NA,NA,NA,NA,NA
"1644","Igua SA","ON","Bovespa","Ação","ativo","IGSN3","08159965000133","Utilidade pública","Água e saneamento","Bovespa Mais","Outros",2023-12-31,11607124000,31.818453823,-20.183289884,-5.2647150147,NA,NA,73.915476392,24.990673696,75.501535599,55.750115188,0.43162958061,185.83283542,3.3648818534,0.27907837101,1.0553740317,1.0553740317,NA,213113000,NA,NA,NA,NA,NA
"1645","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2018-12-31,5177295000,69.375031555,6.5788684216,3.5792049709,1844428640,24.412109494,45.595431591,30.895444207,68.855152736,42.20443301,2.0943769658,60.432458724,18.473186859,0.39920698463,1.9728576359,1.9609110021,NA,802838000,0.0000070884823079,NA,NA,NA,NA
"1646","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2019-12-31,5394908000,69.92399731,8.3944182919,4.4424112515,2002990310,18.23647692,47.078986333,39.521703405,65.185230468,43.174341434,3.0321794165,58.30398173,18.67881725,0.42636034629,3.123046987,3.1023414655,15.473308932,802838000,0.0025554739735,NA,NA,NA,NA
"1647","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2020-12-31,5748047000,66.609651381,9.4447659709,4.968435366,3322204200,25.820775042,47.394828191,39.377819277,60.449841164,42.915637259,3.5253351183,48.56344894,19.576165341,0.52782004179,4.1559276567,4.1337790031,68.617590845,802838000,0.03730942539,2.4799175631,2.7608051293,2.7608051293,2.7608051293
"1648","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2021-12-31,7013831000,59.312302709,5.5475495697,2.5104682448,2310601810,30.203945229,54.74635759,52.228719441,82.904408369,50.970503852,2.9740063138,61.786116885,9.3504727992,0.61945582303,2.331158408,2.3190932781,-30.125365193,802838000,0.035514601792,-0.22708728365,6.8915823815,6.8915823815,6.8915823815
"1649","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2022-12-31,7372804000,56.970225997,10.062536803,4.6957032901,3144270123.2,10.421064326,53.334796368,72.153003934,91.260480987,46.439943338,1.6997071181,41.266849855,9.9705425877,0.6934157624,4.6357302826,4.5839759537,4.2739783141,802838000,0.036483738252,0.27018950423,5.2472738655,5.2472738655,5.2472738655
"1650","Iguatemi SA","ON","Bovespa","Ação","ativo","IGTI3","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2023-12-31,8048137000,58.588308452,0.31212205017,0.15930394823,3297334593.6,405.41128017,48.961007995,78.244640589,93.727196353,38.523350187,0.80464721303,30.931122325,15.958201684,0.64842889732,1.2747012545,1.2527028799,-1.1108904389,802838000,0.0067707585807,0.050296169723,5.7862198669,5.7862198669,5.7862198669
"1651","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2018-12-31,5177295000,69.375031555,6.5788684216,3.5792049709,1844428640,NA,45.595431591,30.895444207,68.855152736,42.20443301,2.0943769658,60.432458724,18.473186859,0.39920698463,1.9728576359,1.9609110021,NA,802838000,NA,NA,NA,NA,NA
"1652","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2019-12-31,5394908000,69.92399731,8.3944182919,4.4424112515,2002990310,NA,47.078986333,39.521703405,65.185230468,43.174341434,3.0321794165,58.30398173,18.67881725,0.42636034629,3.123046987,3.1023414655,NA,802838000,NA,NA,NA,NA,NA
"1653","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2020-12-31,5748047000,66.609651381,9.4447659709,4.968435366,3322204200,NA,47.394828191,39.377819277,60.449841164,42.915637259,3.5253351183,48.56344894,19.576165341,0.52782004179,4.1559276567,4.1337790031,NA,802838000,NA,NA,NA,NA,NA
"1654","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2021-12-31,7013831000,59.312302709,5.5475495697,2.5104682448,2310601810,NA,54.74635759,52.228719441,82.904408369,50.970503852,2.9740063138,61.786116885,9.3504727992,0.61945582303,2.331158408,2.3190932781,NA,802838000,NA,NA,NA,NA,NA
"1655","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2022-12-31,7372804000,56.970225997,10.062536803,4.6957032901,3144270123.2,NA,53.334796368,72.153003934,91.260480987,46.439943338,1.6997071181,41.266849855,9.9705425877,0.6934157624,4.6357302826,4.5839759537,NA,802838000,NA,NA,NA,NA,NA
"1656","Iguatemi SA","PN","Bovespa","Ação","ativo","IGTI4","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2023-12-31,8048137000,58.588308452,0.31212205017,0.15930394823,3297334593.6,416.12025738,48.961007995,78.244640589,93.727196353,38.523350187,0.80464721303,30.931122325,15.958201684,0.64842889732,1.2747012545,1.2527028799,NA,802838000,0.0003283760663,NA,NA,NA,NA
"1657","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2018-12-31,5177295000,69.375031555,6.5788684216,3.5792049709,1844428640,NA,45.595431591,30.895444207,68.855152736,42.20443301,2.0943769658,60.432458724,18.473186859,0.39920698463,1.9728576359,1.9609110021,NA,802838000,NA,NA,NA,NA,NA
"1658","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2019-12-31,5394908000,69.92399731,8.3944182919,4.4424112515,2002990310,NA,47.078986333,39.521703405,65.185230468,43.174341434,3.0321794165,58.30398173,18.67881725,0.42636034629,3.123046987,3.1023414655,NA,802838000,NA,NA,NA,NA,NA
"1659","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2020-12-31,5748047000,66.609651381,9.4447659709,4.968435366,3322204200,NA,47.394828191,39.377819277,60.449841164,42.915637259,3.5253351183,48.56344894,19.576165341,0.52782004179,4.1559276567,4.1337790031,NA,802838000,NA,NA,NA,NA,NA
"1660","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2021-12-31,7013831000,59.312302709,5.5475495697,2.5104682448,2310601810,NA,54.74635759,52.228719441,82.904408369,50.970503852,2.9740063138,61.786116885,9.3504727992,0.61945582303,2.331158408,2.3190932781,NA,802838000,NA,NA,NA,NA,NA
"1661","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2022-12-31,7372804000,56.970225997,10.062536803,4.6957032901,3144270123.2,9.8539315738,53.334796368,72.153003934,91.260480987,46.439943338,1.6997071181,41.266849855,9.9705425877,0.6934157624,4.6357302826,4.5839759537,NA,802838000,0.015881648852,NA,NA,NA,NA
"1662","Iguatemi SA","UNT","Bovespa","Ação","ativo","IGTI11","60543816000193","Financeiro","Exploração de imóveis","Nível 1","Outros",2023-12-31,8048137000,58.588308452,0.31212205017,0.15930394823,3297334593.6,404.31852739,48.961007995,78.244640589,93.727196353,38.523350187,0.80464721303,30.931122325,15.958201684,0.64842889732,1.2747012545,1.2527028799,4.0719122726,802838000,0.30474258303,0.010485139886,4.1691836267,4.1691836267,4.1691836267
"1663","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2018-12-31,1512424000,31.152330093,0.36515217164,0.242392345,1412834104,383.36856318,33.618813243,4.8847000442,36.207347906,11.32089943,NA,-1.2319154552,16.822801075,0.79665223745,1.522803733,1.3442899714,80.059311687,66511000,0.083323713337,2.0238927988,4.0362581196,4.0362581196,4.0362581196
"1664","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2019-12-31,1638482000,32.177176769,0.77756698561,0.48178741054,1120035660,146.18051717,38.039111812,3.448632304,30.617759956,18.169744922,NA,2.8710089853,8.4529135932,0.80417126611,1.2177497781,1.1174665342,-18.35934888,66511000,0.081120498822,-0.55434441603,3.5648530922,3.5648530922,3.5648530922
"1665","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2020-12-31,2685650000,31.978865588,-1.3834527109,-0.58987582149,1588688052,-86.937179958,57.362053879,-30.404893961,31.687156248,20.913819746,NA,19.98644667,8.7985514677,0.39256197811,1.1238822374,1.016395198,30.253401497,66511000,0.062421499957,0.99006328986,2.9962002434,2.9962002434,2.9962002434
"1666","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2021-12-31,2752978000,23.530645679,-40.086168952,-17.202389558,1201718945.3,-2.0809278014,57.08647145,-37.412629368,29.044244553,24.474768778,NA,11.52903335,-82.653071826,0.56534196839,1.8129153344,1.7023599515,-49.880952381,66511000,0.22176770752,-0.32666577405,8.9534388306,8.9534388306,8.9534388306
"1667","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2022-12-31,2951198000,31.782080664,-7.1403212608,-2.7259777216,693626562.9,-8.6219480188,61.82275808,-21.950138635,32.540345813,24.945733902,NA,24.400587209,-0.43901233092,0.4612701917,1.3416365879,1.2325826263,-42.280285036,66511000,0.085188662907,-0.77059513039,5.1264375846,5.1264375846,5.1264375846
"1668","Imc S/A","ON","Bovespa","Ação","ativo","MEAL3","17314329000120","Consumo cíclico","Restaurante e similares","Novo Mercado","Comércio",2023-12-31,2954544000,30.968011725,6.4263978514,2.4595673647,799240484,10.998369098,61.727122696,-13.40398762,32.196333559,22.498260307,NA,25.723808774,39.664611168,0.47001708014,0.9252726995,0.84772616388,15.226337448,66511000,0.030639995774,0.36356062878,5.9267616804,5.9267616804,5.9267616804
"1669","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2018-12-31,243419000,11.597291094,-8.2440642588,-4.5431950669,NA,NA,44.891319083,196.50769819,217.49275502,24.784014395,-0.84271633307,25.716948079,-35.067712046,1.2842853744,2.0215587156,1.0653533015,NA,4905000,NA,NA,NA,NA,NA
"1670","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2019-12-31,224704000,15.193382669,-3.1442867134,-1.8206173455,NA,NA,42.097603959,187.26012798,221.72688449,23.988447024,-0.31209201119,32.027761339,-28.593955809,1.3259791744,2.2989189942,1.037506719,NA,4905000,NA,NA,NA,NA,NA
"1671","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2020-12-31,230647000,12.930562377,5.3177057502,3.1611076667,NA,NA,40.555047323,124.3260037,154.35245942,20.940224672,-0.25105561046,24.870175336,-24.543459357,1.4478132116,2.1668428795,1.2652155925,NA,4905000,NA,NA,NA,NA,NA
"1672","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2021-12-31,235784000,17.944973926,-5.4286459452,-3.0014759271,NA,NA,44.71041292,151.17754215,199.8551897,24.765039188,-0.15669347209,20.695130558,-14.659542403,1.3899260102,2.2239444255,1.5585158713,NA,4905000,NA,NA,NA,NA,NA
"1673","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2022-12-31,280734000,24.899222473,10.785919918,5.6986328695,NA,NA,47.166000556,134.41127386,205.98873124,25.148717291,1.062999711,32.286294101,22.917522415,1.4179637643,2.2999741652,1.4793967577,NA,4905000,NA,NA,NA,NA,NA
"1674","Ind Cataguas","ON","Bovespa","Ação","ativo","CATA3","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2023-12-31,385536000,27.943054276,13.382376611,5.8225431607,NA,NA,56.49096323,90.014234403,218.94396638,23.962224021,0.75828047921,19.961488706,27.041771755,1.3098630351,1.6462870283,1.0764574598,NA,4905000,NA,NA,NA,NA,NA
"1675","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2018-12-31,243419000,11.597291094,-8.2440642588,-4.5431950669,NA,NA,44.891319083,196.50769819,217.49275502,24.784014395,-0.84271633307,25.716948079,-35.067712046,1.2842853744,2.0215587156,1.0653533015,NA,4905000,NA,NA,NA,NA,NA
"1676","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2019-12-31,224704000,15.193382669,-3.1442867134,-1.8206173455,NA,NA,42.097603959,187.26012798,221.72688449,23.988447024,-0.31209201119,32.027761339,-28.593955809,1.3259791744,2.2989189942,1.037506719,NA,4905000,NA,NA,NA,NA,NA
"1677","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2020-12-31,230647000,12.930562377,5.3177057502,3.1611076667,NA,NA,40.555047323,124.3260037,154.35245942,20.940224672,-0.25105561046,24.870175336,-24.543459357,1.4478132116,2.1668428795,1.2652155925,NA,4905000,NA,NA,NA,NA,NA
"1678","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2021-12-31,235784000,17.944973926,-5.4286459452,-3.0014759271,NA,NA,44.71041292,151.17754215,199.8551897,24.765039188,-0.15669347209,20.695130558,-14.659542403,1.3899260102,2.2239444255,1.5585158713,NA,4905000,NA,NA,NA,NA,NA
"1679","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2022-12-31,280734000,24.899222473,10.785919918,5.6986328695,NA,NA,47.166000556,134.41127386,205.98873124,25.148717291,1.062999711,32.286294101,22.917522415,1.4179637643,2.2999741652,1.4793967577,NA,4905000,NA,NA,NA,NA,NA
"1680","Ind Cataguas","PN","Bovespa","Ação","ativo","CATA4","19526748000150","Consumo cíclico","Fios e tecidos","Tradicional","Textil",2023-12-31,385536000,27.943054276,13.382376611,5.8225431607,NA,NA,56.49096323,90.014234403,218.94396638,23.962224021,0.75828047921,19.961488706,27.041771755,1.3098630351,1.6462870283,1.0764574598,NA,4905000,NA,NA,NA,NA,NA
"1681","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2018-12-31,1808994000,20.214556692,NA,-17.477669909,18222350,-0.057247965306,170.97038464,2908.6383144,4195.8165744,35.961036908,-0.70775642561,-50.392491335,-22.171665388,0.25619429884,0.2443869501,0.1523471527,-25.831202046,313000,0.000078655971191,NA,NA,NA,NA
"1682","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2019-12-31,1473029000,57.920478032,NA,-21.173106572,40234550,-0.1119576776,207.76963658,-300.01916108,1472.4595628,41.961767216,-0.63632765007,-38.773135754,-39.118343205,0.16743140924,0.13362233645,0.12270024247,91.379310345,313000,0.00040541023471,NA,NA,NA,NA
"1683","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2020-12-31,1408179000,15.217225899,NA,-32.034208719,62331070,-0.12882869374,243.16347567,211.75054355,3947.8934135,46.730564793,NA,-32.612879576,-48.558012309,0.1367598696,0.11543004809,0.11203129805,40.36036036,313000,0.0012977017298,1.0276703389,9.6702944232,9.6702944232,9.6702944232
"1684","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2021-12-31,1629781000,31.167816691,NA,-33.304229219,89201770,-0.1839859985,257.94269291,17681.014771,23902.471173,53.839933095,-1.2756944854,-34.076461082,-36.723067262,0.18201070863,0.2199520165,0.2176153451,42.490372272,313000,0.00059313197502,1.4473567574,8.5288078297,8.5288078297,8.5288078297
"1685","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2022-12-31,1506981000,35.201968423,NA,86.394851694,252093920,0.19505840918,183.6554011,-1353.9638494,271.05988327,56.179739492,8.2960664453,-66.332294469,167.34666638,0.23313444031,0.12194761722,0.11326476575,173.87387387,313000,0.0099738856164,3.3391319383,11.770653219,11.770653219,11.770653219
"1686","Inepar","ON","Bovespa","Ação","ativo","INEP3","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2023-12-31,1320033000,-70.220108189,NA,-27.769457279,208235570,-0.60524617428,222.77367308,-909.95048312,364.65583982,66.40765799,-0.25180310072,-53.971084495,-9.3429979135,0.16095462079,0.089795087674,0.083826271525,-20.394736842,313000,0.017638078089,0.20121419084,11.210182905,11.210182905,11.210182905
"1687","Inepar","PN","Bovespa","Ação","ativo","INEP4","76627504000106","Bens industriais","Máq. e equip. industriais","Tradicional","Outros",2018-12-31,1808994000,20.214556692,NA,-17.477669909,18222350,-0.056260931422,170.97038464,2908.6383144,4195.8165744,35.961036908,-0.70775642561,-50.392491335,-22.171665388,0.25619429884,0.2443869501,0.1523471527,-4.3624161074,313000,0.00079423550166,NA,NA,NA,NA
