,cnpj,nome,date,codigo,seg_listagem,setor_econo,index_all,index_ac,index_ca,index_dir,index_et,index_fc,total_assets,mktcap,gross_margin,roa,pe,cap_str,fin_turn,oper_turn,capex,neg
0,00001180000126,Eletrobras,2018-12-31,ELET3,Nível 1,Energia Elétrica,0.7871941458952665,0.4375,0.8181818181818183,0.7857142857142856,0.875,0.9444444444444444,0.17516663754079292,0.0602938014988269,0.9395831276082481,0.6744595244818474,0.5723411916071283,0.07799375324853759,0.7819529840018616,0.02704614263571198,0.15329239308889062,0.06891944494811399
1,00001180000126,Eletrobras,2018-12-31,ELET6,Nível 1,Energia Elétrica,0.7871941458952665,0.4375,0.8181818181818183,0.7857142857142856,0.875,0.9444444444444444,0.17516663754079292,0.0602938014988269,0.9395831276082481,0.6744595244818474,0.5720518146716593,0.07799375324853759,0.7819529840018616,0.02704614263571198,0.15329239308889062,0.052017095151589005
2,00001180000126,Eletrobras,2019-12-31,ELET3,Nível 1,Energia Elétrica,0.7760164646695633,0.4375,0.8181818181818183,0.7142857142857142,0.875,0.9444444444444444,0.1835065371336904,0.07538303492105707,0.9462822168652828,0.6995141355878233,0.5742843597302354,0.07151359889240076,0.7828852989956809,0.029099069146608564,0.15329239308889062,0.08081430532749016
3,00001180000126,Eletrobras,2019-12-31,ELET5,Nível 1,Energia Elétrica,0.7760164646695633,0.4375,0.8181818181818183,0.7142857142857142,0.875,0.9444444444444444,0.1835065371336904,0.07538303492105707,0.9462822168652828,0.6995141355878233,0.5743470126232556,0.07151359889240076,0.7828852989956809,0.029099069146608564,0.15329239308889062,1.248798021260291e-06
4,00001180000126,Eletrobras,2019-12-31,ELET6,Nível 1,Energia Elétrica,0.7760164646695633,0.4375,0.8181818181818183,0.7142857142857142,0.875,0.9444444444444444,0.1835065371336904,0.07538303492105707,0.9462822168652828,0.6995141355878233,0.5743294881394694,0.07151359889240076,0.7828852989956809,0.029099069146608564,0.15329239308889062,0.05924189376460656
5,00001180000126,Eletrobras,2020-12-31,ELET3,Nível 1,Energia Elétrica,0.7915775502975029,0.49375,0.8181818181818183,0.7857142857142856,0.875,0.9444444444444444,0.17971528901891445,0.1142277782450488,0.9454543150679726,0.6955843617388222,0.5745436159771661,0.061758977388215626,0.783613083091669,0.029324890697741555,0.15329239308889062,0.11115253041115526
6,00001180000126,Eletrobras,2020-12-31,ELET5,Nível 1,Energia Elétrica,0.7915775502975029,0.49375,0.8181818181818183,0.7857142857142856,0.875,0.9444444444444444,0.17971528901891445,0.1142277782450488,0.9454543150679726,0.6955843617388222,0.574603258700478,0.061758977388215626,0.783613083091669,0.029324890697741555,0.15329239308889062,9.830056751951108e-07
7,00001180000126,Eletrobras,2020-12-31,ELET6,Nível 1,Energia Elétrica,0.7915775502975029,0.49375,0.8181818181818183,0.7857142857142856,0.875,0.9444444444444444,0.17971528901891445,0.1142277782450488,0.9454543150679726,0.6955843617388222,0.5745498642624659,0.061758977388215626,0.783613083091669,0.029324890697741555,0.15329239308889062,0.071401677829732
8,00001180000126,Eletrobras,2021-12-31,ELET3,Nível 1,Energia Elétrica,0.8134945723086855,0.49375,0.8181818181818183,0.9285714285714286,0.875,0.9444444444444444,0.18123415487499203,0.12844837742685913,0.9443910305010075,0.6881399667882079,0.5750088729387556,0.06073345768602834,0.783392630976698,0.029084531502416536,0.15329239308889062,0.08091402676936471
9,00001180000126,Eletrobras,2021-12-31,ELET5,Nível 1,Energia Elétrica,0.8134945723086855,0.49375,0.8181818181818183,0.9285714285714286,0.875,0.9444444444444444,0.18123415487499203,0.12844837742685913,0.9443910305010075,0.6881399667882079,0.5752624574724624,0.06073345768602834,0.783392630976698,0.029084531502416536,0.15329239308889062,1.7125642700649212e-06
10,00001180000126,Eletrobras,2021-12-31,ELET6,Nível 1,Energia Elétrica,0.8134945723086855,0.49375,0.8181818181818183,0.9285714285714286,0.875,0.9444444444444444,0.18123415487499203,0.12844837742685913,0.9443910305010075,0.6881399667882079,0.5750178904922206,0.06073345768602834,0.783392630976698,0.029084531502416536,0.15329239308889062,0.04597240085131928
11,00001180000126,Eletrobras,2022-12-31,ELET3,Nível 1,Energia Elétrica,0.8654379144751885,0.6062500000000001,0.8636363636363638,0.9285714285714286,0.9090909090909091,1.0,0.19068988057646372,0.11659866728620268,0.9427806472377719,0.6865380759261195,0.5750494452338005,0.06139040944551318,0.7836515749260923,0.027695347650675255,0.15329239308889062,0.08286117148289564
12,00001180000126,Eletrobras,2022-12-31,ELET5,Nível 1,Energia Elétrica,0.8654379144751885,0.6062500000000001,0.8636363636363638,0.9285714285714286,0.9090909090909091,1.0,0.19068988057646372,0.11659866728620268,0.9427806472377719,0.6865380759261195,0.5760196596007404,0.06139040944551318,0.7836515749260923,0.027695347650675255,0.15329239308889062,3.389068612749713e-06
13,00001180000126,Eletrobras,2022-12-31,ELET6,Nível 1,Energia Elétrica,0.8654379144751885,0.6062500000000001,0.8636363636363638,0.9285714285714286,0.9090909090909091,1.0,0.19068988057646372,0.11659866728620268,0.9427806472377719,0.6865380759261195,0.575036962578711,0.06139040944551318,0.7836515749260923,0.027695347650675255,0.15329239308889062,0.04123047852030977
14,00070698000111,Ceb,2019-12-31,CEBR5,Tradicional,Energia Elétrica,0.451863709124171,0.296875,0.5454545454545455,0.49999999999999994,0.375,0.6111111111111112,0.003774063656834785,0.0011328393052433125,0.9233158627617871,0.6867124079278352,0.5746456421401146,0.08169173612350453,0.7842305432231041,0.027923131844399995,0.04647635055898679,1.749735538528162e-06
